"subject_id" "activity_labels" "time.BodyAcc.mean.X" "time.BodyAcc.mean.Y" "time.BodyAcc.mean.Z" "time.GravityAcc.mean.X" "time.GravityAcc.mean.Y" "time.GravityAcc.mean.Z" "time.BodyAccJerk.mean.X" "time.BodyAccJerk.mean.Y" "time.BodyAccJerk.mean.Z" "time.BodyGyro.mean.X" "time.BodyGyro.mean.Y" "time.BodyGyro.mean.Z" "time.BodyGyroJerk.mean.X" "time.BodyGyroJerk.mean.Y" "time.BodyGyroJerk.mean.Z" "time.BodyAccMag.mean" "time.GravityAccMag.mean" "time.BodyAccJerkMag.mean" "time.BodyGyroMag.mean" "time.BodyGyroJerkMag.mean" "time.BodyAcc.std.X" "time.BodyAcc.std.Y" "time.BodyAcc.std.Z" "time.GravityAcc.std.X" "time.GravityAcc.std.Y" "time.GravityAcc.std.Z" "time.BodyAccJerk.std.X" "time.BodyAccJerk.std.Y" "time.BodyAccJerk.std.Z" "time.BodyGyro.std.X" "time.BodyGyro.std.Y" "time.BodyGyro.std.Z" "time.BodyGyroJerk.std.X" "time.BodyGyroJerk.std.Y" "time.BodyGyroJerk.std.Z" "time.BodyAccMag.std" "time.GravityAccMag.std" "time.BodyAccJerkMag.std" "time.BodyGyroMag.std" "time.BodyGyroJerkMag.std"
11 NA -0.0191272531933228 -0.108941761642405 -0.58947649779557 0.0527387028613924 0.140209861246835 -0.975394457689873 0.0078044254343038 -0.00657424975259494 -0.659323083055063 -0.0582275770813291 0.087284109682356 -0.739922126628797 -0.0493914065474684 -0.0480140167267405 -0.781738140601266 -0.612882270912658 -0.612882270912658 -0.664241760370253 -0.696771378957911 -0.866905012626582 -0.490379346996835 -0.665324314227848 -0.612553586231013 -0.957138770727848 -0.956812000411392 -0.976401508702532 -0.608784226719937 -0.842511816044304 -0.651189163466456 -0.703501766487342 -0.725016008797468 -0.747934291772152 -0.868377254082279 -0.795490882468354 -0.776484565031646 -0.65225979087269 -0.65225979087269 -0.677164678227848 -0.665705948169937 -0.872242503101266
12 NA -0.018337204411489 -0.106649116775 -0.583962207065 0.029976775735 0.0330295544910625 -0.96738343446875 0.0053115377979375 0.0003081123684 -0.582418267596875 -0.0592027333975 0.0960742146838125 -0.727881704983125 -0.043678823491875 -0.0574585039485312 -0.709726149496875 -0.5743864944925 -0.5743864944925 -0.566365683597188 -0.68485805678325 -0.7863865328125 -0.522040023435 -0.699293531365625 -0.613368757200625 -0.9605729084375 -0.9468085636875 -0.96821422871875 -0.571359817082031 -0.79262193625 -0.589899801431875 -0.73506282621875 -0.671057678528125 -0.738675908665625 -0.8112325993125 -0.749351860259375 -0.71545165977125 -0.637055189890625 -0.637055189890625 -0.595506604237813 -0.6522284343375 -0.798684895933656
13 NA -0.0176504796070948 -0.109135285550765 -0.624844460199083 -0.0420858101162079 0.0443010536786239 -0.967268063455658 0.00387961953328135 -0.0123485923641621 -0.638889532599083 -0.0616613787494801 0.098866059686422 -0.715109859672783 -0.0440836605146789 -0.0582718748712538 -0.715772980189602 -0.597230982062691 -0.597230982062691 -0.610248540269939 -0.636364939544342 -0.712056186747706 -0.448816097853364 -0.587230562129052 -0.649847857647401 -0.953540716850153 -0.938727880275229 -0.968063376391437 -0.569700547488012 -0.728452966311927 -0.630429616360245 -0.645728612088685 -0.643337285033639 -0.715504134525994 -0.718988591831804 -0.712716428498471 -0.716614491023853 -0.643769661699083 -0.643769661699083 -0.626949544043425 -0.60661184231315 -0.736552110281346
14 NA -0.0162548178510526 -0.100985935692074 -0.611671118216099 -0.111701388781115 -0.161179728291022 -0.941245714736842 0.00443682723817957 -0.00253044692473994 -0.641964198633003 -0.0954921154823529 0.0606712446996904 -0.728661379340557 -0.0433200489340217 -0.0450693836894427 -0.7862917325387 -0.474058613408978 -0.474058613408978 -0.605144269857245 -0.471486714606811 -0.727023009383901 -0.374730765205077 -0.29354271467452 -0.645693876989474 -0.942377305312693 -0.915927846160991 -0.941851317894737 -0.586459622773684 -0.656855586102105 -0.635854723604334 -0.398959362766099 -0.364478192502167 -0.73379267834644 -0.6979155314613 -0.638299064788854 -0.781335187770898 -0.530603100381115 -0.530603100381115 -0.622171678475542 -0.430399029508421 -0.746030461151703
15 NA -0.016464484771311 -0.112563587594512 -0.556541173089329 0.102660491875 0.0372897701757012 -0.968733398628049 0.00489392052706402 -0.00440993190077744 -0.624055782158537 -0.075878845519878 0.0906658516 -0.696859473045732 -0.0441270690182012 -0.0555645456881098 -0.731382711036585 -0.557147874176037 -0.557147874176037 -0.625660376546646 -0.675336960047866 -0.837120078079268 -0.481679537956006 -0.705706623868902 -0.586357074003659 -0.956369493993902 -0.947240058048781 -0.969502496707317 -0.594312678045091 -0.825820881576219 -0.621804100527134 -0.708779069191463 -0.721826987530488 -0.700177816570122 -0.853956592073171 -0.795626198384146 -0.722000018969512 -0.609607516408537 -0.609607516408537 -0.644372913760976 -0.643730062546341 -0.844410028536585
16 NA -0.0158567888309016 -0.107263924445355 -0.668161498298634 -0.0605235993797814 0.0402075536234973 -0.971156432131148 0.00884018328270219 -0.00143730005564208 -0.72786174352459 -0.0724444803980874 0.0730144651530055 -0.799534450491803 -0.0416615668939617 -0.0539470410873497 -0.858298719153005 -0.661719690491803 -0.661719690491803 -0.719647028238525 -0.78482286579235 -0.87480016568306 -0.649947067892896 -0.603819902386066 -0.680066570957104 -0.964727519945355 -0.945294028639344 -0.97171713226776 -0.735080198043716 -0.767873049380055 -0.718441561557104 -0.810124133715847 -0.737629967961749 -0.802467384726776 -0.86957312057377 -0.837039926065574 -0.855412061994536 -0.699957737467896 -0.699957737467896 -0.728732724302459 -0.762891832765027 -0.884748427431694
17 NA -0.0175416045074728 -0.109199853130082 -0.608455243870734 -0.013734698125 -0.0177042428953804 -0.971771652907609 0.00848949673339674 0.00270288011005435 -0.682603096154891 -0.082710926198038 0.077025064375462 -0.759011119945652 -0.039171944702962 -0.0508496510874185 -0.788387981630435 -0.636074477703533 -0.636074477703533 -0.693946394750815 -0.750145260967391 -0.825255969701087 -0.567005319464348 -0.660582755619022 -0.62794980569837 -0.958810046467391 -0.949039213831522 -0.972215230108696 -0.668693821044565 -0.813339560652174 -0.671323717583424 -0.764867040625 -0.720741038680163 -0.7566226495875 -0.825988662771739 -0.808251302907609 -0.788863693451087 -0.672685093613044 -0.672685093613044 -0.701210921239402 -0.720511409836956 -0.831884149619565
18 NA -0.0172831546595266 -0.108112251068681 -0.694616884972527 -0.01578199625 0.0899901746593407 -0.980138675796703 0.0128850449171841 0.000848545124184616 -0.734644450054945 -0.0678200104982143 0.0908402866868132 -0.804533729046703 -0.044169186546978 -0.0568482569002198 -0.842893477884615 -0.689671890376374 -0.689671890376374 -0.745212812708791 -0.775779058758242 -0.88856533728022 -0.627117507326923 -0.701596039615385 -0.721061079148352 -0.969542030412088 -0.959434177692308 -0.980647803681319 -0.732969175274725 -0.847257765851648 -0.734502850576923 -0.777361713653846 -0.745612483131868 -0.806252878269231 -0.884050472967033 -0.83861466293956 -0.835209351813187 -0.736649378269231 -0.736649378269231 -0.754164659725275 -0.755018552093407 -0.894950670796703
19 NA -0.0182031515710306 -0.118277180099383 -0.574658922919194 0.0964052626666667 0.233011401195083 -0.958290447861111 0.0115812421960876 -0.00186198850195833 -0.571088266146083 -0.0681420603177778 0.0883609591559167 -0.637789914575556 -0.0383208736670278 -0.0569649444286944 -0.618836206634444 -0.599552767486306 -0.599552767486306 -0.601918552871944 -0.610093380740278 -0.7255986988425 -0.507035084992639 -0.649184726556944 -0.593921961070556 -0.95925383425 -0.94180028475 -0.959132665444444 -0.571311190432222 -0.705342976190833 -0.561745408185333 -0.643866300560306 -0.645682212189167 -0.6428496976225 -0.725991380623889 -0.686684583831583 -0.610714801219444 -0.645296832013889 -0.645296832013889 -0.620491800404722 -0.565082077982778 -0.736559485201389
20 NA -0.0175912993773164 -0.108029145824294 -0.60484669490339 -0.0373059475847458 0.10723075947935 -0.958201862627119 0.00220928707107345 -0.00450611895602542 -0.627098830685593 -0.0789448418069209 0.0856280628860452 -0.684586332415254 -0.0414356124141243 -0.0543001277610169 -0.698354145936441 -0.572325820319209 -0.572325820319209 -0.588644307467599 -0.580023613494576 -0.683503744537853 -0.369336706508757 -0.634787346548023 -0.629864434955085 -0.952506793418079 -0.940981537502825 -0.958907815 -0.527174601581921 -0.747362572898305 -0.624483551797345 -0.573677383024548 -0.52727797039661 -0.693333621117232 -0.684280685533898 -0.636715878557062 -0.701094908570622 -0.625972598314972 -0.625972598314972 -0.61382298651483 -0.545173872094096 -0.711990487683616
21 NA -0.0176664578561765 -0.10877848058848 -0.672323867377451 -0.0750963071446078 0.0321851774362745 -0.965586634460784 0.00350107553584853 -0.010659072671299 -0.699763344205784 -0.0784719736838971 0.0861212668362745 -0.79617228689951 -0.0408236141863333 -0.0533861046416422 -0.792483156720588 -0.6601960145 -0.6601960145 -0.680069218953922 -0.761303119652451 -0.82408989995098 -0.565585190336299 -0.669621813176471 -0.688824771703431 -0.969330818455882 -0.953093993308823 -0.966131985 -0.66515912310562 -0.78182390148299 -0.699729324315417 -0.765057760637255 -0.701642028499559 -0.796149222306373 -0.815859336004902 -0.812017312181373 -0.791772327110294 -0.702038530336275 -0.702038530336275 -0.696476833539216 -0.736910379269608 -0.834179866887255
22 NA -0.0168273604077383 -0.108670376782866 -0.546089975548692 0.0315098683115265 0.23588786398215 -0.95850446411215 0.0152572466619626 -0.0072287329753271 -0.584963756862305 -0.0949661116922118 0.0812406584647975 -0.695919202960436 -0.0384616223750156 -0.0582144293519003 -0.708898710199377 -0.595953853592586 -0.595953853592586 -0.589823140414673 -0.67637856158162 -0.82649344800623 -0.491188426241526 -0.65508967878972 -0.554144731795016 -0.957323093436449 -0.939081026109034 -0.959137860093458 -0.560470117123364 -0.760468444299065 -0.571054426223427 -0.784052281090343 -0.654458016208723 -0.699422531143302 -0.859924419844237 -0.742272774987539 -0.710703258245171 -0.644195157757352 -0.644195157757352 -0.607691286266978 -0.64135899574704 -0.833476884485981
23 NA -0.019589258786828 -0.109093982385242 -0.622594039757258 0.0146209197354839 0.0518662466372043 -0.964393040295699 0.0200470964972984 -0.000717680881887096 -0.608183751830914 -0.0825972963754032 0.074694942324328 -0.755738625241935 -0.0432722741798387 -0.0621959093526344 -0.728692138333333 -0.56557562579215 -0.56557562579215 -0.55872531418629 -0.541949073660753 -0.573942888021613 -0.532078546615699 -0.450557203409946 -0.653234529713441 -0.960318907096774 -0.934236146612903 -0.965489280107527 -0.61898123051828 -0.603048769571532 -0.604276378627366 -0.500338191139785 -0.609683451821774 -0.76267415043172 -0.546043593651882 -0.740518145887097 -0.727274080322581 -0.62047291206336 -0.62047291206336 -0.585563449426747 -0.525195236885753 -0.616930525452151
24 NA -0.0176822460103885 -0.107914503687664 -0.675459176298425 0.0729509702152231 0.0623227714146982 -0.975329699658793 0.00396900308574016 -0.00700960558805774 -0.74030054488189 -0.0782440202677165 0.0841740375981627 -0.776199049939633 -0.0390749421383202 -0.0552987683401575 -0.764490030609974 -0.650862147810236 -0.650862147810236 -0.689391189346457 -0.742983126606299 -0.788997850813648 -0.582490655185302 -0.636497458900262 -0.696740172598425 -0.96089816664042 -0.955724566194226 -0.975985638818898 -0.685979796261942 -0.736374232574803 -0.737155460393701 -0.763365457296588 -0.708251676335958 -0.779106252674541 -0.792718702440945 -0.796816516614173 -0.769594911763779 -0.702763036317585 -0.702763036317585 -0.702475000992651 -0.718512684918635 -0.805462840682415
25 "WALKING" 0.53581987 -0.75752588 -0.934471 0.58161292 0.71165689 -0.3691157 -0.70810948 0.14120644 -0.96244625 -0.080224098 0.08096562 -0.75316777 -0.080110286 -0.272355 -0.94521609 0.16072139 0.16072139 -0.95168145 -0.77545185 -0.96147979 0.49344599 -0.53657977 -0.94225336 0.73429269 0.12903332 -0.36786516 -0.92408151 -0.95169545 -0.95863097 -0.87743546 -0.70666319 -0.75245118 -0.9502674 -0.95108868 -0.94032302 0.14374824 0.14374824 -0.95624443 -0.72435834 -0.96406968
25 NA -0.0206828192033824 -0.108041048507353 -0.715729717786765 0.0458502094754902 0.238068122182672 -0.951440869264706 0.00813755408669118 -0.0107176239786544 -0.796417411593137 -0.0839093645895833 0.0994056937449265 -0.682960314404412 -0.0388876865919118 -0.0550469067332843 -0.768249792745098 -0.661024664669118 -0.661024664669118 -0.7800321875 -0.684931473456618 -0.872558773651961 -0.53393296458701 -0.647366433095588 -0.735605356512255 -0.905097058857843 -0.883157123968137 -0.952606535196078 -0.722008854191176 -0.860446279534314 -0.795316025637255 -0.751954213161765 -0.747510090171569 -0.683574766193627 -0.902511317720588 -0.831556412352941 -0.765833796004902 -0.702196829362745 -0.702196829362745 -0.788929796421569 -0.648683013874914 -0.879713788284314
26 NA -0.0161687277463495 -0.107637894928571 -0.623101031168367 0.10870478277551 0.234107010472449 -0.96781789994898 0.00767709978181122 -0.00724891943768878 -0.682815652993112 -0.0827415060904082 0.0917853294044643 -0.766673970339286 -0.040476400288852 -0.0558282743354031 -0.732321370690816 -0.620355788665816 -0.620355788665816 -0.677426336392347 -0.751833690215051 -0.818279112908163 -0.585967142418112 -0.70498062744898 -0.654028546174235 -0.959713562227041 -0.955643363545918 -0.969098804693878 -0.678386582086227 -0.778349460841837 -0.682132775740306 -0.800675471045918 -0.703347205619898 -0.770474036337245 -0.836112175331633 -0.773101524821429 -0.728075675556122 -0.665278213711225 -0.665278213711225 -0.69016812980824 -0.724754596521939 -0.829670716173469
27 NA -0.0167969215592152 -0.110848300413564 -0.660976085218085 0.032242387143617 0.14116869604876 -0.974620173404255 0.00617714992829521 -0.00495000607441489 -0.700549974357447 -0.0552177945716489 0.108947089653191 -0.795853557018617 -0.0450414487725798 -0.0586254676047872 -0.8210758325 -0.677874152031915 -0.677874152031915 -0.696003354282979 -0.754713306440957 -0.837212879564096 -0.630460488658511 -0.68321532587766 -0.680741402410904 -0.972505174787234 -0.959200394414894 -0.975239206143617 -0.674792293475665 -0.783632076781915 -0.695469487232713 -0.802048718989362 -0.674128512103723 -0.797053604531117 -0.837320211489362 -0.782945588829787 -0.818692544388298 -0.724570400111649 -0.724570400111649 -0.704735846923138 -0.732491774921809 -0.846757486037234
28 NA -0.0191721442063089 -0.109710873104188 -0.649040391307853 -0.14757775521466 -0.0469931021049738 -0.973873328062827 0.0138224436546073 0.000824208324801046 -0.680813725392147 -0.0471474023101021 0.100840281329581 -0.740276591873298 -0.0447972595862042 -0.0607680707408115 -0.720515676293194 -0.635821226515969 -0.635821226515969 -0.687703433627487 -0.710956808836911 -0.805738383010471 -0.573651895933508 -0.685821415026178 -0.670198866332042 -0.960365626256545 -0.946225637251309 -0.974418617434555 -0.651619848945026 -0.800870581884817 -0.675849969281937 -0.741285540196335 -0.669789662889791 -0.750020697997382 -0.825038783246073 -0.769755981125654 -0.721137636205236 -0.684571568743848 -0.684571568743848 -0.703549531645288 -0.680707477880105 -0.815997568717277
29 NA -0.018471953048314 -0.108675612269477 -0.574295395364826 0.115489757911628 0.208215370043721 -0.973282885843023 0.00900161248883721 -0.00355290542467733 -0.623456414216366 -0.0882883296441861 0.0881626266546221 -0.73469927369157 -0.0464322029527616 -0.052785999031686 -0.736117664139535 -0.579067216088081 -0.579067216088081 -0.620472049862791 -0.653732301592151 -0.840156364186047 -0.598400275636657 -0.606461283926453 -0.603141656619186 -0.964643161017442 -0.941621790232558 -0.973888415 -0.635499779848779 -0.793746797790698 -0.631873262732558 -0.634569173421512 -0.713864583982558 -0.748022194759884 -0.853639613139535 -0.770221314302326 -0.734296028895349 -0.63320347792907 -0.63320347792907 -0.647208782381017 -0.622503401288954 -0.846863462296512
30 NA -0.0175856077340209 -0.10589355727859 -0.615890785389034 0.0512698188974987 0.184343178348037 -0.974319118563969 0.00730438257971279 -0.000653871890373369 -0.679007254150131 -0.0717482452402089 0.0834544586693995 -0.671005846122715 -0.0412903779669452 -0.0493556177875196 -0.780636429556136 -0.588158111633681 -0.588158111633681 -0.658972148093473 -0.573779428671018 -0.810398514673629 -0.519047387875457 -0.522643273772115 -0.651964105332141 -0.952288292767624 -0.92943263464752 -0.975310618355091 -0.6607705539047 -0.781644485013055 -0.692523509078329 -0.538990663942298 -0.589783442185379 -0.676316312150914 -0.79894807305483 -0.76322854691906 -0.776134621409922 -0.653440653908616 -0.653440653908616 -0.685765550088773 -0.51949208683577 -0.823256504751958
